"","X.1","X","user_id","status_id","created_at","screen_name","text","source","display_text_width","reply_to_status_id","reply_to_user_id","reply_to_screen_name","is_quote","is_retweet","favorite_count","retweet_count","hashtags","symbols","urls_url","urls_t.co","urls_expanded_url","media_url","media_t.co","media_expanded_url","media_type","ext_media_url","ext_media_t.co","ext_media_expanded_url","ext_media_type","mentions_user_id","mentions_screen_name","lang","quoted_status_id","quoted_text","quoted_created_at","quoted_source","quoted_favorite_count","quoted_retweet_count","quoted_user_id","quoted_screen_name","quoted_name","quoted_followers_count","quoted_friends_count","quoted_statuses_count","quoted_location","quoted_description","quoted_verified","retweet_status_id","retweet_text","retweet_created_at","retweet_source","retweet_favorite_count","retweet_retweet_count","retweet_user_id","retweet_screen_name","retweet_name","retweet_followers_count","retweet_friends_count","retweet_statuses_count","retweet_location","retweet_description","retweet_verified","place_url","place_name","place_full_name","place_type","country","country_code","geo_coords","coords_coords","bbox_coords","status_url","name","location","description","url","protected","followers_count","friends_count","listed_count","statuses_count","favourites_count","account_created_at","verified","profile_url","profile_expanded_url","account_lang","profile_banner_url","profile_background_url","profile_image_url","lat","lng","stateCode","state.name.x","state.name.y"
"1550",1550,21726,"x16662337","x1099474615972311041","2019-02-24 01:02:30","momtojesse","Cheering on our @aafAPOLLOS from home tonight since Jesse is sick with the flu. #TakeAim #AAF","Twitter for iPhone",93,"","","",FALSE,FALSE,0,0,"TakeAim AAF",NA,"","","","","","","","","","",NA,"x1037390879541972992","aafAPOLLOS","en","","","","",NA,NA,"","","",NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://api.twitter.com/1.1/geo/id/3b97fb577b7bcfb8.json","Titusville","Titusville, FL","city","United States","US","NA NA","NA NA","-80.86569 -80.793083 -80.793083 -80.86569 28.520735 28.520735 28.6487172 28.6487172","https://twitter.com/momtojesse/status/1099474615972311041","Erin Baker","Titusville, FL","Mom, Michigan Wolverines fan, & Essential Oil aficionado","https://t.co/QMBqVSnDPw",FALSE,572,899,37,34873,2355,"2008-10-09 04:55:52",FALSE,"https://t.co/QMBqVSnDPw","https://www.mydoterra.com/momtojesse2005/#/","en","https://pbs.twimg.com/profile_banners/16662337/1477358780","http://abs.twimg.com/images/themes/theme11/bg.gif","http://pbs.twimg.com/profile_images/1091184275460898816/zDHeXfBA_normal.jpg",28.5847261,-80.8293865,"FL","Florida","Florida"
"1551",1551,21731,"x1528909128","x1099467732138057728","2019-02-24 00:35:09","kay_antley","Two with the flu. Grace with double ear infection flu and strep throat. Pray for me please. I can’t get sick.","Twitter for iPhone",109,"","","",FALSE,FALSE,0,0,"",NA,"","","","","","","","","","",NA,"","","en","","","","",NA,NA,"","","",NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://api.twitter.com/1.1/geo/id/808665307aa255fe.json","Dundalk","Dundalk, MD","city","United States","US","NA NA","NA NA","-76.529818 -76.447351 -76.447351 -76.529818 39.2227017 39.2227017 39.306282 39.306282","https://twitter.com/kay_antley/status/1099467732138057728","KK2727","Maryland, USA","honest faithful","",FALSE,24,93,0,40,858,"2013-06-18 21:48:17",FALSE,"","","en","","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1073383483760873475/7L2cq6QX_normal.jpg",39.26449185,-76.4885845,"MD","Maryland","Maryland"
"1552",1552,21735,"x535116503","x1099462714555027457","2019-02-24 00:15:12","jaarduini","First thing I've written in a week after being out of commission with the flu. Was listening to Til Tuesday and OMD prior, and the influence is pretty obvious to me listening… https://t.co/5nHHGzaow3","Instagram",199,"","","",FALSE,FALSE,0,0,"",NA,"instagram.com/p/BuPm7TfnJ71/…","https://t.co/5nHHGzaow3","https://www.instagram.com/p/BuPm7TfnJ71/?utm_source=ig_twitter_share&igshid=13ehja86bdbrd","","","","","","","",NA,"","","en","","","","",NA,NA,"","","",NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://api.twitter.com/1.1/geo/id/5c2b5e46ab891f07.json","Las Vegas","Las Vegas, NV","city","United States","US","36.1675 -115.149","-115.149 36.1675","-115.384091 -115.062159 -115.062159 -115.384091 36.129459 36.129459 36.336371 36.336371","https://twitter.com/jaarduini/status/1099462714555027457","Joseph Arduini","Las Vegas, NV","Proud husband, content creator, tech enthusiast, musician/producer. Director of SEO @imarketinginc","https://t.co/Nnvv8zTKQ5",FALSE,134,456,4,783,2318,"2012-03-24 07:44:04",FALSE,"https://t.co/Nnvv8zTKQ5","https://www.linkedin.com/in/joearduini","en","https://pbs.twimg.com/profile_banners/535116503/1496297233","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/870159778651095040/BrqCVxS3_normal.jpg",36.1675,-115.149,"NV","Nevada","Nevada"
"1553",1553,21737,"x119154535","x1099461766105378816","2019-02-24 00:11:26","__PACMANN__","This one mean a lot to me coming from getting dropped all preseason to other stuff going on in my life, dealing with the flu for almost the whole month of February and still was able to… https://t.co/39bhkfv0kJ","Instagram",210,"","","",FALSE,FALSE,1,0,"",NA,"instagram.com/p/BuPnL0lAhMj/…","https://t.co/39bhkfv0kJ","https://www.instagram.com/p/BuPnL0lAhMj/?utm_source=ig_twitter_share&igshid=nnezxn01dse6","","","","","","","",NA,"","","en","","","","",NA,NA,"","","",NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://api.twitter.com/1.1/geo/id/92b2158a6d509767.json","Ann Arbor","Ann Arbor, MI","city","United States","US","42.251972 -83.74139","-83.74139 42.251972","-83.800262 -83.659681 -83.659681 -83.800262 42.215087 42.215087 42.326592 42.326592","https://twitter.com/__PACMANN__/status/1099461766105378816","Gary Ross III","","98.","",FALSE,4687,2775,13,115283,19223,"2010-03-02 20:48:46",FALSE,"","","en","https://pbs.twimg.com/profile_banners/119154535/1551296625","http://abs.twimg.com/images/themes/theme11/bg.gif","http://pbs.twimg.com/profile_images/1086859548479115265/ZLLVIuNy_normal.jpg",42.251972,-83.74139,"MI","Michigan","Michigan"
"1554",1554,21747,"x503594694","x1099451610751619072","2019-02-23 23:31:05","jessy_rosee","being bed ridden with the flu has educated me so much only for the reason that I’ve binge watched One Strange Rock on Netflix 🌎🌍🌏
10/10 recommend","Twitter for iPhone",145,"","","",FALSE,FALSE,1,0,"",NA,"","","","","","","","","","",NA,"","","en","","","","",NA,NA,"","","",NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://api.twitter.com/1.1/geo/id/1cf657005480e70e.json","Oceanside","Oceanside, CA","city","United States","US","NA NA","NA NA","-117.399853 -117.241905 -117.241905 -117.399853 33.152639 33.152639 33.299993 33.299993","https://twitter.com/jessy_rosee/status/1099451610751619072","jr 🥰","Oceanside, CA","jbf or whateva 🤪","",FALSE,297,474,4,14358,14264,"2012-02-25 21:47:11",FALSE,"","","en","https://pbs.twimg.com/profile_banners/503594694/1544735459","http://abs.twimg.com/images/themes/theme8/bg.gif","http://pbs.twimg.com/profile_images/1091818531312652288/Zaia8V7V_normal.jpg",33.226316,-117.320879,"CA","California","California"
"1555",1555,21764,"x24938118","x1099420701650546689","2019-02-23 21:28:16","joshtroyer","@MarkESutter I have a kid with the flu. https://t.co/FhzP5WKauX","Twitter for iPhone",26,"x1099330450194079744","x974037073","MarkESutter",FALSE,FALSE,1,0,"",NA,"","","","http://pbs.twimg.com/tweet_video_thumb/D0HtS0EX4AAUM1i.jpg","https://t.co/FhzP5WKauX","https://twitter.com/joshtroyer/status/1099420701650546689/photo/1","photo","http://pbs.twimg.com/tweet_video_thumb/D0HtS0EX4AAUM1i.jpg","https://t.co/FhzP5WKauX","https://twitter.com/joshtroyer/status/1099420701650546689/photo/1",NA,"x974037073","MarkESutter","en","","","","",NA,NA,"","","",NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://api.twitter.com/1.1/geo/id/867d27de707287b4.json","Pryor Creek","Pryor Creek, OK","city","United States","US","NA NA","NA NA","-95.335245 -95.285233 -95.285233 -95.335245 36.266845 36.266845 36.321891 36.321891","https://twitter.com/joshtroyer/status/1099420701650546689","Joshua Troyer","Chouteau","","",FALSE,87,235,2,965,812,"2009-03-17 19:33:54",FALSE,"","","en","https://pbs.twimg.com/profile_banners/24938118/1517194909","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1067891090668380160/irxdktcj_normal.jpg",36.294368,-95.310239,"OK","Oklahoma","Oklahoma"
"1556",1556,21776,"x1854693866","x1099402189884264449","2019-02-23 20:14:42","jatara_","Rivers Crossing Community Church estimates more than 2,000 people came to the visitation for Sable Gibson. Many of them are wearing pink, her favorite color. She died one day after being diagnosed with the flu and strep throat. She’s survived by her parents and 5 siblings @WLWT https://t.co/2yphfAJA3w","Twitter for iPhone",278,"","","",FALSE,FALSE,18,1,"",NA,"","","","http://pbs.twimg.com/media/D0HcbcUWkAAjI4x.jpg","https://t.co/2yphfAJA3w","https://twitter.com/jatara_/status/1099402189884264449/photo/1","photo","http://pbs.twimg.com/media/D0HcbcUWkAAjI4x.jpg http://pbs.twimg.com/media/D0HcbcXWsAAas1m.jpg","https://t.co/2yphfAJA3w https://t.co/2yphfAJA3w","https://twitter.com/jatara_/status/1099402189884264449/photo/1 https://twitter.com/jatara_/status/1099402189884264449/photo/1",NA,"x2067661","WLWT","en","","","","",NA,NA,"","","",NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://api.twitter.com/1.1/geo/id/07d9db5508086003.json","Rivers Crossing Community Church","Rivers Crossing Community Church","poi","United States","US","NA NA","NA NA","-84.2669711738407 -84.2669711738407 -84.2669711738407 -84.2669711738407 39.3522255843272 39.3522255843272 39.3522255843272 39.3522255843272","https://twitter.com/jatara_/status/1099402189884264449","Jatara McGee WLWT","Cincinnati, OH","Reporter @WLWT | @UofMaryland #MerrillMade | Pittsburgh native | Formerly: @WSAZnews | On Facebook: https://t.co/p5FG2D24yT | Stories: https://t.co/k9gvDCN4Xi","https://t.co/i8dOralyph",FALSE,2025,1018,60,6981,3784,"2013-09-11 15:42:19",FALSE,"https://t.co/i8dOralyph","http://wlwt.com","en","https://pbs.twimg.com/profile_banners/1854693866/1548631582","http://abs.twimg.com/images/themes/theme14/bg.gif","http://pbs.twimg.com/profile_images/1019965890962616320/O45Eq69X_normal.jpg",39.3522255843272,-84.2669711738407,"OH","Ohio","Ohio"
"1557",1557,21778,"x1854693866","x1099070782754426880","2019-02-22 22:17:49","jatara_","More than 50 people showed up to decorate Mason with pink ribbons in honor of Sable Gibson, the fourth grader who died one day after being diagnosed with the flu and strep throat. Family friends and students are decorating neighborhoods, including the Gibson’s usual route @WLWT https://t.co/GhVyQuDP7Y","Twitter for iPhone",278,"","","",FALSE,FALSE,19,1,"",NA,"","","","http://pbs.twimg.com/media/D0CvChpWwAE7XLq.jpg","https://t.co/GhVyQuDP7Y","https://twitter.com/jatara_/status/1099070782754426880/photo/1","photo","http://pbs.twimg.com/media/D0CvChpWwAE7XLq.jpg http://pbs.twimg.com/media/D0CvChpWoAAdawo.jpg http://pbs.twimg.com/media/D0CvChqWsAAj4O3.jpg http://pbs.twimg.com/media/D0CvChvWoAEwSsI.jpg","https://t.co/GhVyQuDP7Y https://t.co/GhVyQuDP7Y https://t.co/GhVyQuDP7Y https://t.co/GhVyQuDP7Y","https://twitter.com/jatara_/status/1099070782754426880/photo/1 https://twitter.com/jatara_/status/1099070782754426880/photo/1 https://twitter.com/jatara_/status/1099070782754426880/photo/1 https://twitter.com/jatara_/status/1099070782754426880/photo/1",NA,"x2067661","WLWT","en","","","","",NA,NA,"","","",NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://api.twitter.com/1.1/geo/id/07d9db30d2481000.json","Mason Early Childhood Development","Mason Early Childhood Development","poi","United States","US","NA NA","NA NA","-84.3231582641602 -84.3231582641602 -84.3231582641602 -84.3231582641602 39.3717626685856 39.3717626685856 39.3717626685856 39.3717626685856","https://twitter.com/jatara_/status/1099070782754426880","Jatara McGee WLWT","Cincinnati, OH","Reporter @WLWT | @UofMaryland #MerrillMade | Pittsburgh native | Formerly: @WSAZnews | On Facebook: https://t.co/p5FG2D24yT | Stories: https://t.co/k9gvDCN4Xi","https://t.co/i8dOralyph",FALSE,2025,1018,60,6981,3784,"2013-09-11 15:42:19",FALSE,"https://t.co/i8dOralyph","http://wlwt.com","en","https://pbs.twimg.com/profile_banners/1854693866/1548631582","http://abs.twimg.com/images/themes/theme14/bg.gif","http://pbs.twimg.com/profile_images/1019965890962616320/O45Eq69X_normal.jpg",39.3717626685856,-84.3231582641602,"OH","Ohio","Ohio"
"1558",1558,21799,"x1052763860300640257","x1099369344600027138","2019-02-23 18:04:11","from_rising","Rough week with the flu but copped this manual today so pretty happy... Shoutouts @akchefs @simply_kix @ResellHeaven @XplashUS @CookMoguls","Twitter for Android",138,"","","",FALSE,FALSE,1,1,"",NA,"","","","","","","","","","",NA,"x973009875931410432 x1058874698904363009 x1024635643354341377 x1037135108162170881 x1052219063735324672","akchefs simply_kix ResellHeaven XplashUS CookMoguls","en","","","","",NA,NA,"","","",NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://api.twitter.com/1.1/geo/id/01a7d401331a2e19.json","Mansfield","Mansfield, MA","city","United States","US","NA NA","NA NA","-71.2868989 -71.1588841 -71.1588841 -71.2868989 41.972312 41.972312 42.075053 42.075053","https://twitter.com/from_rising/status/1099369344600027138","Rising from the ashes","Boston","“The strong-minded rise to the challenge of their goals and dreams. The weak-minded become haters.” 
― Steve Maraboli…..","",FALSE,114,1012,0,3382,1722,"2018-10-18 03:30:38",FALSE,"","","en","","","http://pbs.twimg.com/profile_images/1077037005027135489/Ra5iDmLg_normal.jpg",42.0236825,-71.2228915,"MA","Massachusetts","Massachusetts"
"1559",1559,21818,"x873233062217306112","x1099339356236595200","2019-02-23 16:05:01","eric_tman","if anyone has any good home remedies that’d be cool about now. All three of my roommates are in bed with the flu and I’m just bracing for impact at this point","Twitter for iPhone",158,"","","",FALSE,FALSE,4,0,"",NA,"","","","","","","","","","",NA,"","","en","","","","",NA,NA,"","","",NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://api.twitter.com/1.1/geo/id/22c613c36f32f0d1.json","State College","State College, PA","city","United States","US","NA NA","NA NA","-77.917295 -77.798924 -77.798924 -77.917295 40.749326 40.749326 40.817749 40.817749","https://twitter.com/eric_tman/status/1099339356236595200","Eric Traupman","Pennsylvania, USA","PSU 2021","",FALSE,64,103,0,325,976,"2017-06-09 17:39:20",FALSE,"","","en","https://pbs.twimg.com/profile_banners/873233062217306112/1526433269","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1034963963614830593/km7xkXmJ_normal.jpg",40.7835375,-77.8581095,"PA","Pennsylvania","Pennsylvania"
"1560",1560,21833,"x19575320","x1099304607086534656","2019-02-23 13:46:57","tanyaemery","I managed to take care of both kids with the flu and not get sick, but I am so tired I could cry.","Twitter for Android",97,"","","",FALSE,FALSE,8,0,"",NA,"","","","","","","","","","",NA,"","","en","","","","",NA,NA,"","","",NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://api.twitter.com/1.1/geo/id/463f5d9615d7d1be.json","Maine","Maine, USA","admin","United States","US","NA NA","NA NA","-71.084335 -66.885075 -66.885075 -71.084335 42.917127 42.917127 47.459687 47.459687","https://twitter.com/tanyaemery/status/1099304607086534656","Tanya not Tonya","Bangor, ME","Not TON-ya. Mom, wife, traveler, podcast listener, architecture fan, nacho lover, future full-time RVer. https://t.co/OCjE7dp0R0 #bangormaine #heybangor","https://t.co/YyWBs5rJU7",FALSE,3076,1944,132,49585,17832,"2009-01-27 03:33:34",FALSE,"https://t.co/YyWBs5rJU7","http://page.is/tanya-emery","en","https://pbs.twimg.com/profile_banners/19575320/1510172131","http://abs.twimg.com/images/themes/theme9/bg.gif","http://pbs.twimg.com/profile_images/1062049671173029888/cfFV7bTm_normal.jpg",45.188407,-68.984705,"ME","Maine","Maine"
"1561",1561,21840,"x888567816412164096","x1099246642627112961","2019-02-23 09:56:37","PhoenixPhyre1","@JackPosobiec A fart when I'm sick with the flu.","Twitter for Android",34,"x1099102785717633025","x592730371","JackPosobiec",FALSE,FALSE,0,0,"",NA,"","","","","","","","","","",NA,"x592730371","JackPosobiec","en","","","","",NA,NA,"","","",NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://api.twitter.com/1.1/geo/id/bc3a38d3d5999b4b.json","Washington","Washington, USA","admin","United States","US","NA NA","NA NA","-124.848975 -116.915989 -116.915989 -124.848975 45.543542 45.543542 49.0025023 49.0025023","https://twitter.com/PhoenixPhyre1/status/1099246642627112961","PhoenixPhyre™","Washington, USA","What you believe alters what you percieve.--P.P.
I'm a comedian and philosopher...

and a closet etymologyist.","",FALSE,59,190,5,8170,381,"2017-07-22 01:14:11",FALSE,"","","en","https://pbs.twimg.com/profile_banners/888567816412164096/1501101898","","http://pbs.twimg.com/profile_images/890312014836506624/Ct3FA_eT_normal.jpg",47.27302215,-120.882482,"WA","Washington","Washington"
"1562",1562,21843,"x3308248890","x1099223366425300992","2019-02-23 08:24:07","crystalmaya917","I HATE MY LIFE I HATE THE FLU!!!! I CANT GET A FULL NIGHTS SLEEEEPP😭😭😭😭😭😭😭😭😭😫😫😫😫","Twitter for iPhone",80,"","","",FALSE,FALSE,0,0,"",NA,"","","","","","","","","","",NA,"","","en","","","","",NA,NA,"","","",NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://api.twitter.com/1.1/geo/id/7eeed20da9c42064.json","McKinney","McKinney, TX","city","United States","US","NA NA","NA NA","-96.803319 -96.595889 -96.595889 -96.803319 33.137357 33.137357 33.251946 33.251946","https://twitter.com/crystalmaya917/status/1099223366425300992","Crystal","","still not a Mexican.","",FALSE,226,612,5,15198,28362,"2015-08-07 01:04:36",FALSE,"","","en","https://pbs.twimg.com/profile_banners/3308248890/1547192422","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1083628505609502720/2yE9uQLF_normal.jpg",33.1946515,-96.699604,"TX","Texas","Texas"
"1563",1563,21844,"x633500360","x1099218920903446528","2019-02-23 08:06:27","keontae_a","Watching Travis set from his Houston show on YouTube and I’m going hard at 2am with the flu 

I’m ok, all is fine","Twitter for iPhone",113,"","","",FALSE,FALSE,6,0,"",NA,"","","","","","","","","","",NA,"","","en","","","","",NA,NA,"","","",NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://api.twitter.com/1.1/geo/id/21b6f72f9fdaeb06.json","Lake Charles","Lake Charles, LA","city","United States","US","NA NA","NA NA","-93.3148518 -93.080595 -93.080595 -93.3148518 30.1248593 30.1248593 30.280683 30.280683","https://twitter.com/keontae_a/status/1099218920903446528","Keontae' Anderson","Lake Charles, LA","msu | peerleader | #geauxpokes","",FALSE,662,503,0,5135,2000,"2012-07-12 06:00:34",FALSE,"","","en","https://pbs.twimg.com/profile_banners/633500360/1490674354","http://abs.twimg.com/images/themes/theme9/bg.gif","http://pbs.twimg.com/profile_images/1066260435421327360/QFBx2mEJ_normal.jpg",30.20277115,-93.1977234,"LA","Louisiana","Louisiana"
"1564",1564,21848,"x2599222849","x1099195936134201345","2019-02-23 06:35:07","Clim8Resilient","@port_and_stbd @TimMoses37 @sgtjanedoe I remember having to take the base shuttle to the hospital and back for sick call. With the flu. In February. In Japan. I was just mixing Dayquil and Nyquil into the Philosopher's Stone at that point.","Twitter for Android",200,"x1099195148485971969","x811317050","port_and_stbd",FALSE,FALSE,2,0,"",NA,"","","","","","","","","","",NA,"x811317050 x853027546505502720 x2332044398","port_and_stbd TimMoses37 sgtjanedoe","en","","","","",NA,NA,"","","",NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://api.twitter.com/1.1/geo/id/00bda52c7eddb627.json","Happy Valley","Happy Valley, OR","city","United States","US","NA NA","NA NA","-122.581184 -122.4771975 -122.4771975 -122.581184 45.40302 45.40302 45.461537 45.461537","https://twitter.com/Clim8Resilient/status/1099195936134201345","Thomas Jenkins","Happy Valley, OR","Meteorologist for Oregon Dept. of Forestry's Smoke Mgmt program. U.S. Navy Chief. UW alumnus.","https://t.co/EZp6qFpHx1",FALSE,1316,2296,154,43829,74739,"2014-07-02 05:44:47",FALSE,"https://t.co/EZp6qFpHx1","https://drive.google.com/drive/folders/1ZAWf4FdCw-g2GuY9dpf6L5jgQXmYXI-7","en","https://pbs.twimg.com/profile_banners/2599222849/1519931057","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1099565912162594816/S1DEHFzt_normal.jpg",45.4322785,-122.52919075,"OR","Oregon","Oregon"
"1565",1565,21857,"x190892579","x1099155399444480000","2019-02-23 03:54:03","emminist","Me, sick with the flu, in a feverish haze, losing all sense of time and space https://t.co/rb41fQJ7Wq","Twitter for Android",77,"","","",FALSE,FALSE,1,0,"",NA,"","","","http://pbs.twimg.com/tweet_video_thumb/D0D7__uWkAIra-5.jpg","https://t.co/rb41fQJ7Wq","https://twitter.com/emminist/status/1099155399444480000/photo/1","photo","http://pbs.twimg.com/tweet_video_thumb/D0D7__uWkAIra-5.jpg","https://t.co/rb41fQJ7Wq","https://twitter.com/emminist/status/1099155399444480000/photo/1",NA,"","","en","","","","",NA,NA,"","","",NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://api.twitter.com/1.1/geo/id/42e46bc3663a4b5f.json","Fort Worth","Fort Worth, TX","city","United States","US","NA NA","NA NA","-97.538285 -97.033542 -97.033542 -97.538285 32.569477 32.569477 32.990456 32.990456","https://twitter.com/emminist/status/1099155399444480000","Emma","Fort Worth, TX","Aw, nuts. I daced it.","",FALSE,94,306,2,785,1839,"2010-09-15 02:48:47",FALSE,"","","en","https://pbs.twimg.com/profile_banners/190892579/1536352751","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1064701685279256576/NSdktv0z_normal.jpg",32.7799665,-97.2859135,"TX","Texas","Texas"
"1566",1566,21862,"x177214916","x1099148962471260162","2019-02-23 03:28:28","w_angst","My 12 yr old came to me after downtime with the flu and told me she had time to reflect on her goals &amp; what she wants to be when she grows up :) She decided she wants to be an ""innovation professor like her mom"".  Today she visited the 3 top firms in the biz. #TweenInsights4Hire https://t.co/qioQcoSLiy","Twitter for Android",283,"","","",FALSE,FALSE,14,0,"TweenInsights4Hire",NA,"","","","http://pbs.twimg.com/media/D0D2JkOX0AELIDd.jpg","https://t.co/qioQcoSLiy","https://twitter.com/w_angst/status/1099148962471260162/photo/1","photo","http://pbs.twimg.com/media/D0D2JkOX0AELIDd.jpg","https://t.co/qioQcoSLiy","https://twitter.com/w_angst/status/1099148962471260162/photo/1",NA,"","","en","","","","",NA,NA,"","","",NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://api.twitter.com/1.1/geo/id/07d9d67b67c80002.json","IDEO","IDEO","poi","United States","US","NA NA","NA NA","-87.6438414445784 -87.6438414445784 -87.6438414445784 -87.6438414445784 41.8781510517719 41.8781510517719 41.8781510517719 41.8781510517719","https://twitter.com/w_angst/status/1099148962471260162","Wendy Angst","South Bend, Indiana","Wendy Angst is a professor at the University of Notre Dame, Mendoza College of Business focused on innovation, social media, entrepreneurship, and strategy.","http://t.co/g6SVo7jWSw",FALSE,526,434,30,479,302,"2010-08-11 15:12:06",FALSE,"http://t.co/g6SVo7jWSw","http://socialmediand.wordpress.com","en","https://pbs.twimg.com/profile_banners/177214916/1383948521","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1097586716876161025/h18Pdu_U_normal.png",41.8781510517719,-87.6438414445784,"IL","Illinois","Illinois"
"1567",1567,21875,"x32439783","x1099121967888769024","2019-02-23 01:41:12","sawalt65","Down with the flu. Have mercy. #Quarantined","Twitter for iPhone",43,"","","",FALSE,FALSE,0,0,"Quarantined",NA,"","","","","","","","","","",NA,"","","en","","","","",NA,NA,"","","",NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://api.twitter.com/1.1/geo/id/5635c19c2b5078d1.json","Virginia","Virginia, USA","admin","United States","US","NA NA","NA NA","-83.67529 -75.16644 -75.16644 -83.67529 36.540739 36.540739 39.466012 39.466012","https://twitter.com/sawalt65/status/1099121967888769024","Steph","Virginia","Believer. Wife. Mom. Rider. Hunter. Fisher. Conservationist. An artist and fitness enthusiast with a passion for the outdoors. Ditch the couch - play outside!","",FALSE,374,463,8,3684,25608,"2009-04-17 15:10:52",FALSE,"","","en","https://pbs.twimg.com/profile_banners/32439783/1483019739","http://abs.twimg.com/images/themes/theme4/bg.gif","http://pbs.twimg.com/profile_images/1097534741853564928/K8BsYTh5_normal.jpg",38.0033755,-79.420865,"VA","Virginia","Virginia"
"1568",1568,21878,"x1550637024","x1099116313052659718","2019-02-23 01:18:44","CarolynAPointer","@SBowersMD I feel you. Last week we had 2 kids and two parents down with the flu. Lmk if we can bring soup.","Twitter for iPhone",96,"x1098971279326175232","x967093267128045568","SBowersMD",FALSE,FALSE,1,0,"",NA,"","","","","","","","","","",NA,"x967093267128045568","SBowersMD","en","","","","",NA,NA,"","","",NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://api.twitter.com/1.1/geo/id/ce1765e3abafe93e.json","Springfield","Springfield, IL","city","United States","US","NA NA","NA NA","-89.7731855 -89.546193 -89.546193 -89.7731855 39.673272 39.673272 39.87542 39.87542","https://twitter.com/CarolynAPointer/status/1099116313052659718","Carolyn Pointer","","🧠 tumor fighter, mom, wife, teacher, lawyer, professor, MLP builder, & advocate for policy change to implement pop sci driven health improvements. tweets mine","",FALSE,387,506,39,6063,11263,"2013-06-27 13:45:11",FALSE,"","","en","","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/507548689196265473/zLuJnCby_normal.jpeg",39.774346,-89.65968925,"IL","Illinois","Illinois"
